(0.00,0.00)	0	0	0
(0.07,0.00)	0.0002962962962962963	0.0002962962962962963	0
(0.20,0.00)	0.008000000000000002	0.008000000000000002	0
(0.47,0.00)	0.10162962962962964	0.10162962962962964	0
(1.00,0.00)	1	1	0
(1.07,0.00)	1.2136296296296296	1.2136296296296296	0
(1.20,0.00)	1.728	1.728	0
(1.47,0.00)	3.154962962962962	3.154962962962962	0
(2.00,0.00)	8	8	0
(2.07,0.00)	8.826962962962964	8.826962962962964	0
(2.20,0.00)	10.648000000000003	10.648000000000003	0
(2.47,0.00)	15.0082962962963	15.0082962962963	0
(3.00,0.00)	27	27	0
(0.00,0.07)	0.0002962962962962963	0.0002962962962962963	0
(0.07,0.07)	0.0005925925925925926	0.0005925925925925926	0
(0.20,0.07)	0.008296296296296298	0.008296296296296298	0
(0.47,0.07)	0.10192592592592593	0.10192592592592593	0
(1.00,0.07)	1.0002962962962962	1.0002962962962962	0
(1.07,0.07)	1.2139259259259259	1.2176675954048866	0.0037416694789607075
(1.20,0.07)	1.7282962962962962	1.7377600043516515	0.009463708055355236
(1.47,0.07)	3.1552592592592585	3.1710574345345637	0.015798175275305137
(2.00,0.07)	8.000296296296296	8.000296296296296	0
(2.07,0.07)	8.827259259259261	8.827259259259261	0
(2.20,0.07)	10.6482962962963	10.6482962962963	0
(2.47,0.07)	15.008592592592596	15.008592592592596	0
(3.00,0.07)	27.000296296296295	27.000296296296295	0
(0.00,0.20)	0.008000000000000002	0.008000000000000002	0
(0.07,0.20)	0.008296296296296298	0.008296296296296298	0
(0.20,0.20)	0.016000000000000004	0.016000000000000004	0
(0.47,0.20)	0.10962962962962965	0.10962962962962965	0
(1.00,0.20)	1.008	1.008	0
(1.07,0.20)	1.2216296296296296	1.2311102718188742	0.009480642189244604
(1.20,0.20)	1.736	1.760461376090023	0.024461376090022968
(1.47,0.20)	3.162962962962962	3.2034584365942043	0.040495473631242174
(2.00,0.20)	8.008	8.008	0
(2.07,0.20)	8.834962962962964	8.834962962962964	0
(2.20,0.20)	10.656000000000002	10.656000000000002	0
(2.47,0.20)	15.016296296296298	15.016296296296298	0
(3.00,0.20)	27.008	27.008	0
(0.00,0.47)	0.10162962962962964	0.10162962962962964	0
(0.07,0.47)	0.10192592592592593	0.10192592592592593	0
(0.20,0.47)	0.10962962962962965	0.10962962962962965	0
(0.47,0.47)	0.20325925925925928	0.20325925925925928	0
(1.00,0.47)	1.1016296296296297	1.1016296296296297	0
(1.07,0.47)	1.3152592592592594	1.3313123496967203	0.01605309043746095
(1.20,0.47)	1.8296296296296297	1.8708738743297164	0.041244244700086696
(1.47,0.47)	3.256592592592592	3.3241166720411552	0.06752407944856342
(2.00,0.47)	8.10162962962963	8.10162962962963	0
(2.07,0.47)	8.928592592592594	8.928592592592594	0
(2.20,0.47)	10.749629629629633	10.749629629629633	0
(2.47,0.47)	15.109925925925928	15.109925925925928	0
(3.00,0.47)	27.10162962962963	27.10162962962963	0
(0.00,1.00)	1	1	0
(0.07,1.00)	1.0002962962962962	1.0002962962962962	0
(0.20,1.00)	1.008	1.008	0
(0.47,1.00)	1.1016296296296297	1.1016296296296297	0
(1.00,1.00)	2	2	0
(1.07,1.00)	2.2136296296296294	2.2146704794317307	0.0010408498021012846
(1.20,1.00)	2.7279999999999998	2.7373519825635153	0.009351982563515548
(1.47,1.00)	4.154962962962962	4.18347758438525	0.028514621422288222
(2.00,1.00)	9	9	0
(2.07,1.00)	9.826962962962964	9.826962962962964	0
(2.20,1.00)	11.648000000000003	11.648000000000003	0
(2.47,1.00)	16.0082962962963	16.0082962962963	0
(3.00,1.00)	28	28	0
(0.00,1.07)	1.2136296296296296	1.2136296296296296	0
(0.07,1.07)	1.2139259259259259	1.2139259259259259	0
(0.20,1.07)	1.2216296296296296	1.2216296296296296	0
(0.47,1.07)	1.3152592592592594	1.3152592592592594	0
